driver_number,date,meeting_key,position,session_key
16,2025-08-03 12:05:27.656000+00:00,1266,1,9928
18,2025-08-03 12:05:27.656000+00:00,1266,6,9928
22,2025-08-03 12:05:27.656000+00:00,1266,20,9928
23,2025-08-03 12:05:27.656000+00:00,1266,19,9928
27,2025-08-03 12:05:27.656000+00:00,1266,18,9928
30,2025-08-03 12:05:27.656000+00:00,1266,9,9928
31,2025-08-03 12:05:27.656000+00:00,1266,17,9928
43,2025-08-03 12:05:27.656000+00:00,1266,14,9928
44,2025-08-03 12:05:27.656000+00:00,1266,12,9928
55,2025-08-03 12:05:27.656000+00:00,1266,13,9928
63,2025-08-03 12:05:27.656000+00:00,1266,4,9928
81,2025-08-03 12:05:27.656000+00:00,1266,2,9928
87,2025-08-03 12:05:27.656000+00:00,1266,11,9928
1,2025-08-31 12:06:55.856000+00:00,1267,3,9920
4,2025-08-31 12:06:55.856000+00:00,1267,2,9920
5,2025-08-31 12:06:55.856000+00:00,1267,13,9920
6,2025-08-31 12:06:55.856000+00:00,1267,4,9920
10,2025-08-31 12:06:55.856000+00:00,1267,14,9920
12,2025-08-31 12:06:55.856000+00:00,1267,11,9920
14,2025-08-31 12:06:55.856000+00:00,1267,10,9920
16,2025-08-31 12:06:55.856000+00:00,1267,6,9920
18,2025-08-31 12:06:55.856000+00:00,1267,19,9920
22,2025-08-31 12:06:55.856000+00:00,1267,12,9920
23,2025-08-31 12:06:55.856000+00:00,1267,15,9920
27,2025-08-31 12:06:55.856000+00:00,1267,17,9920
30,2025-08-31 12:06:55.856000+00:00,1267,8,9920
31,2025-08-31 12:06:55.856000+00:00,1267,18,9920
43,2025-08-31 12:06:55.856000+00:00,1267,16,9920
44,2025-08-31 12:06:55.856000+00:00,1267,7,9920
55,2025-08-31 12:06:55.856000+00:00,1267,9,9920
63,2025-08-31 12:06:55.856000+00:00,1267,5,9920
81,2025-08-31 12:06:55.856000+00:00,1267,1,9920
87,2025-08-31 12:06:55.856000+00:00,1267,20,9920
1,2025-09-07 12:05:48.631000+00:00,1268,1,9912
4,2025-09-07 12:05:48.631000+00:00,1268,2,9912
5,2025-09-07 12:05:48.631000+00:00,1268,7,9912
6,2025-09-07 12:05:48.631000+00:00,1268,19,9912
10,2025-09-07 12:05:48.631000+00:00,1268,20,9912
12,2025-09-07 12:05:48.631000+00:00,1268,6,9912
14,2025-09-07 12:05:48.631000+00:00,1268,8,9912
16,2025-09-07 12:05:48.631000+00:00,1268,4,9912
18,2025-09-07 12:05:48.631000+00:00,1268,16,9912
22,2025-09-07 12:05:48.631000+00:00,1268,9,9912
23,2025-09-07 12:05:48.631000+00:00,1268,14,9912
27,2025-09-07 12:05:48.631000+00:00,1268,12,9912
30,2025-09-07 12:05:48.631000+00:00,1268,18,9912
31,2025-09-07 12:05:48.631000+00:00,1268,15,9912
43,2025-09-07 12:05:48.631000+00:00,1268,17,9912
44,2025-09-07 12:05:48.631000+00:00,1268,10,9912
55,2025-09-07 12:05:48.631000+00:00,1268,13,9912
63,2025-09-07 12:05:48.631000+00:00,1268,5,9912
81,2025-09-07 12:05:48.631000+00:00,1268,3,9912
87,2025-09-07 12:05:48.631000+00:00,1268,11,9912
1,2025-09-21 10:06:40.203000+00:00,1269,1,9904
4,2025-09-21 10:06:40.203000+00:00,1269,7,9904
5,2025-09-21 10:06:40.203000+00:00,1269,13,9904
6,2025-09-21 10:06:40.203000+00:00,1269,8,9904
10,2025-09-21 10:06:40.203000+00:00,1269,18,9904
12,2025-09-21 10:06:40.203000+00:00,1269,4,9904
14,2025-09-21 10:06:40.203000+00:00,1269,11,9904
16,2025-09-21 10:06:40.203000+00:00,1269,10,9904
18,2025-09-21 10:06:40.203000+00:00,1269,14,9904
22,2025-09-21 10:06:40.203000+00:00,1269,6,9904
23,2025-09-21 10:06:40.203000+00:00,1269,19,9904
27,2025-09-21 10:06:40.203000+00:00,1269,17,9904
30,2025-09-21 10:06:40.203000+00:00,1269,3,9904
31,2025-09-21 10:06:40.203000+00:00,1269,20,9904
43,2025-09-21 10:06:40.203000+00:00,1269,16,9904
44,2025-09-21 10:06:40.203000+00:00,1269,12,9904
55,2025-09-21 10:06:40.203000+00:00,1269,2,9904
63,2025-09-21 10:06:40.203000+00:00,1269,5,9904
81,2025-09-21 10:06:40.203000+00:00,1269,9,9904
87,2025-09-21 10:06:40.203000+00:00,1269,15,9904
1,2025-10-05 11:08:40.886000+00:00,1270,2,9896
4,2025-10-05 11:08:40.886000+00:00,1270,5,9896
5,2025-10-05 11:08:40.886000+00:00,1270,14,9896
6,2025-10-05 11:08:40.886000+00:00,1270,8,9896
10,2025-10-05 11:08:40.886000+00:00,1270,19,9896
12,2025-10-05 11:08:40.886000+00:00,1270,4,9896
14,2025-10-05 11:08:40.886000+00:00,1270,10,9896
16,2025-10-05 11:08:40.886000+00:00,1270,7,9896
18,2025-10-05 11:08:40.886000+00:00,1270,15,9896
22,2025-10-05 11:08:40.886000+00:00,1270,13,9896
23,2025-10-05 11:08:40.886000+00:00,1270,20,9896
27,2025-10-05 11:08:40.886000+00:00,1270,11,9896
30,2025-10-05 11:08:40.886000+00:00,1270,12,9896
31,2025-10-05 11:08:40.886000+00:00,1270,17,9896
43,2025-10-05 11:08:40.886000+00:00,1270,16,9896
44,2025-10-05 11:08:40.886000+00:00,1270,6,9896
55,2025-10-05 11:08:40.886000+00:00,1270,18,9896
63,2025-10-05 11:08:40.886000+00:00,1270,1,9896
81,2025-10-05 11:08:40.886000+00:00,1270,3,9896
87,2025-10-05 11:08:40.886000+00:00,1270,9,9896
1,2025-10-18 16:16:23.680000+00:00,1271,1,9883
4,2025-10-18 16:16:23.680000+00:00,1271,2,9883
5,2025-10-18 16:16:23.680000+00:00,1271,20,9883
6,2025-10-18 16:16:23.680000+00:00,1271,12,9883
10,2025-10-18 16:16:23.680000+00:00,1271,13,9883
12,2025-10-18 16:16:23.680000+00:00,1271,11,9883
14,2025-10-18 16:16:23.680000+00:00,1271,6,9883
16,2025-10-18 16:16:23.680000+00:00,1271,10,9883
18,2025-10-18 16:16:23.680000+00:00,1271,14,9883
22,2025-10-18 16:16:23.680000+00:00,1271,18,9883
23,2025-10-18 16:16:23.680000+00:00,1271,9,9883
27,2025-10-18 16:16:23.680000+00:00,1271,4,9883
30,2025-10-18 16:16:23.680000+00:00,1271,15,9883
31,2025-10-18 16:16:23.680000+00:00,1271,19,9883
43,2025-10-18 16:16:23.680000+00:00,1271,17,9883
44,2025-10-18 16:16:23.680000+00:00,1271,8,9883
55,2025-10-18 16:16:23.680000+00:00,1271,7,9883
63,2025-10-18 16:16:23.680000+00:00,1271,5,9883
81,2025-10-18 16:16:23.680000+00:00,1271,3,9883
87,2025-10-18 16:16:23.680000+00:00,1271,16,9883
1,2025-10-19 18:07:05.492000+00:00,1271,1,9888
4,2025-10-19 18:07:05.492000+00:00,1271,2,9888
5,2025-10-19 18:07:05.492000+00:00,1271,16,9888
6,2025-10-19 18:07:05.492000+00:00,1271,20,9888
10,2025-10-19 18:07:05.492000+00:00,1271,14,9888
12,2025-10-19 18:07:05.492000+00:00,1271,7,9888
14,2025-10-19 18:07:05.492000+00:00,1271,10,9888
16,2025-10-19 18:07:05.492000+00:00,1271,3,9888
18,2025-10-19 18:07:05.492000+00:00,1271,19,9888
22,2025-10-19 18:07:05.492000+00:00,1271,13,9888
23,2025-10-19 18:07:05.492000+00:00,1271,18,9888
27,2025-10-19 18:07:05.492000+00:00,1271,11,9888
30,2025-10-19 18:07:05.492000+00:00,1271,12,9888
31,2025-10-19 18:07:05.492000+00:00,1271,17,9888
43,2025-10-19 18:07:05.492000+00:00,1271,15,9888
44,2025-10-19 18:07:05.492000+00:00,1271,5,9888
55,2025-10-19 18:07:05.492000+00:00,1271,9,9888
63,2025-10-19 18:07:05.492000+00:00,1271,4,9888
81,2025-10-19 18:07:05.492000+00:00,1271,6,9888
87,2025-10-19 18:07:05.492000+00:00,1271,8,9888
1,2025-10-26 19:06:12.629000+00:00,1272,5,9877
4,2025-10-26 19:06:12.629000+00:00,1272,1,9877
5,2025-10-26 19:06:12.629000+00:00,1272,16,9877
6,2025-10-26 19:06:12.629000+00:00,1272,8,9877
10,2025-10-26 19:06:12.629000+00:00,1272,18,9877
12,2025-10-26 19:06:12.629000+00:00,1272,6,9877
14,2025-10-26 19:06:12.629000+00:00,1272,14,9877
16,2025-10-26 19:06:12.629000+00:00,1272,2,9877
18,2025-10-26 19:06:12.629000+00:00,1272,19,9877
22,2025-10-26 19:06:12.629000+00:00,1272,10,9877
23,2025-10-26 19:06:12.629000+00:00,1272,17,9877
27,2025-10-26 19:06:12.629000+00:00,1272,13,9877
30,2025-10-26 19:06:12.629000+00:00,1272,15,9877
31,2025-10-26 19:06:12.629000+00:00,1272,11,9877
43,2025-10-26 19:06:12.629000+00:00,1272,20,9877
44,2025-10-26 19:06:12.629000+00:00,1272,3,9877
55,2025-10-26 19:06:12.629000+00:00,1272,12,9877
63,2025-10-26 19:06:12.629000+00:00,1272,4,9877
81,2025-10-26 19:06:12.629000+00:00,1272,7,9877
87,2025-10-26 19:06:12.629000+00:00,1272,9,9877
1,2025-11-08 13:15:12.236000+00:00,1273,6,9864
4,2025-11-08 13:15:12.236000+00:00,1273,1,9864
5,2025-11-08 13:15:12.236000+00:00,1273,14,9864
6,2025-11-08 13:15:12.236000+00:00,1273,9,9864
10,2025-11-08 13:15:12.236000+00:00,1273,13,9864
12,2025-11-08 13:15:12.236000+00:00,1273,2,9864
14,2025-11-08 13:15:12.236000+00:00,1273,5,9864
16,2025-11-08 13:15:12.236000+00:00,1273,8,9864
18,2025-11-08 13:15:12.236000+00:00,1273,7,9864
22,2025-11-08 13:15:12.236000+00:00,1273,19,9864
23,2025-11-08 13:15:12.236000+00:00,1273,12,9864
27,2025-11-08 13:15:12.236000+00:00,1273,10,9864
30,2025-11-08 13:15:12.236000+00:00,1273,17,9864
31,2025-11-08 13:15:12.236000+00:00,1273,18,9864
43,2025-11-08 13:15:12.236000+00:00,1273,16,9864
44,2025-11-08 13:15:12.236000+00:00,1273,11,9864
55,2025-11-08 13:15:12.236000+00:00,1273,20,9864
63,2025-11-08 13:15:12.236000+00:00,1273,4,9864
81,2025-11-08 13:15:12.236000+00:00,1273,3,9864
87,2025-11-08 13:15:12.236000+00:00,1273,15,9864
1,2025-11-09 16:06:27.529000+00:00,1273,19,9869
4,2025-11-09 16:06:27.529000+00:00,1273,1,9869
5,2025-11-09 16:06:27.529000+00:00,1273,18,9869
6,2025-11-09 16:06:27.529000+00:00,1273,5,9869
10,2025-11-09 16:06:27.529000+00:00,1273,9,9869
12,2025-11-09 16:06:27.529000+00:00,1273,2,9869
14,2025-11-09 16:06:27.529000+00:00,1273,11,9869
16,2025-11-09 16:06:27.529000+00:00,1273,3,9869
18,2025-11-09 16:06:27.529000+00:00,1273,14,9869
22,2025-11-09 16:06:27.529000+00:00,1273,17,9869
23,2025-11-09 16:06:27.529000+00:00,1273,12,9869
27,2025-11-09 16:06:27.529000+00:00,1273,10,9869
30,2025-11-09 16:06:27.529000+00:00,1273,7,9869
31,2025-11-09 16:06:27.529000+00:00,1273,20,9869
43,2025-11-09 16:06:27.529000+00:00,1273,16,9869
44,2025-11-09 16:06:27.529000+00:00,1273,13,9869
55,2025-11-09 16:06:27.529000+00:00,1273,15,9869
63,2025-11-09 16:06:27.529000+00:00,1273,6,9869
81,2025-11-09 16:06:27.529000+00:00,1273,4,9869
87,2025-11-09 16:06:27.529000+00:00,1273,8,9869
1,2025-11-23 03:06:38.355000+00:00,1274,2,9858
4,2025-11-23 03:06:38.355000+00:00,1274,1,9858
5,2025-11-23 03:06:38.355000+00:00,1274,18,9858
6,2025-11-23 03:06:38.355000+00:00,1274,8,9858
10,2025-11-23 03:06:38.355000+00:00,1274,10,9858
12,2025-11-23 03:06:38.355000+00:00,1274,17,9858
14,2025-11-23 03:06:38.355000+00:00,1274,7,9858
16,2025-11-23 03:06:38.355000+00:00,1274,9,9858
18,2025-11-23 03:06:38.355000+00:00,1274,12,9858
22,2025-11-23 03:06:38.355000+00:00,1274,20,9858
23,2025-11-23 03:06:38.355000+00:00,1274,16,9858
27,2025-11-23 03:06:38.355000+00:00,1274,11,9858
30,2025-11-23 03:06:38.355000+00:00,1274,6,9858
31,2025-11-23 03:06:38.355000+00:00,1274,13,9858
43,2025-11-23 03:06:38.355000+00:00,1274,15,9858
44,2025-11-23 03:06:38.355000+00:00,1274,19,9858
55,2025-11-23 03:06:38.355000+00:00,1274,3,9858
63,2025-11-23 03:06:38.355000+00:00,1274,4,9858
81,2025-11-23 03:06:38.355000+00:00,1274,5,9858
87,2025-11-23 03:06:38.355000+00:00,1274,14,9858
1,2025-11-29 13:17:45.888000+00:00,1275,6,9845
4,2025-11-29 13:17:45.888000+00:00,1275,3,9845
5,2025-11-29 13:17:45.888000+00:00,1275,13,9845
6,2025-11-29 13:17:45.888000+00:00,1275,11,9845
10,2025-11-29 13:17:45.888000+00:00,1275,19,9845
12,2025-11-29 13:17:45.888000+00:00,1275,7,9845
14,2025-11-29 13:17:45.888000+00:00,1275,4,9845
16,2025-11-29 13:17:45.888000+00:00,1275,9,9845
18,2025-11-29 13:17:45.888000+00:00,1275,17,9845
22,2025-11-29 13:17:45.888000+00:00,1275,5,9845
23,2025-11-29 13:17:45.888000+00:00,1275,10,9845
27,2025-11-29 13:17:45.888000+00:00,1275,14,9845
30,2025-11-29 13:17:45.888000+00:00,1275,16,9845
31,2025-11-29 13:17:45.888000+00:00,1275,15,9845
43,2025-11-29 13:17:45.888000+00:00,1275,20,9845
44,2025-11-29 13:17:45.888000+00:00,1275,18,9845
55,2025-11-29 13:17:45.888000+00:00,1275,8,9845
63,2025-11-29 13:17:45.888000+00:00,1275,2,9845
81,2025-11-29 13:17:45.888000+00:00,1275,1,9845
87,2025-11-29 13:17:45.888000+00:00,1275,12,9845
1,2025-11-30 15:04:57.195000+00:00,1275,3,9850
4,2025-11-30 15:04:57.195000+00:00,1275,2,9850
5,2025-11-30 15:04:57.195000+00:00,1275,19,9850
6,2025-11-30 15:04:57.195000+00:00,1275,6,9850
10,2025-11-30 15:04:57.195000+00:00,1275,9,9850
12,2025-11-30 15:04:57.195000+00:00,1275,5,9850
14,2025-11-30 15:04:57.195000+00:00,1275,8,9850
16,2025-11-30 15:04:57.195000+00:00,1275,10,9850
18,2025-11-30 15:04:57.195000+00:00,1275,18,9850
22,2025-11-30 15:04:57.195000+00:00,1275,15,9850
23,2025-11-30 15:04:57.195000+00:00,1275,14,9850
27,2025-11-30 15:04:57.195000+00:00,1275,11,9850
30,2025-11-30 15:04:57.195000+00:00,1275,12,9850
31,2025-11-30 15:04:57.195000+00:00,1275,16,9850
43,2025-11-30 15:04:57.195000+00:00,1275,20,9850
44,2025-11-30 15:04:57.195000+00:00,1275,17,9850
55,2025-11-30 15:04:57.195000+00:00,1275,7,9850
63,2025-11-30 15:04:57.195000+00:00,1275,4,9850
81,2025-11-30 15:04:57.195000+00:00,1275,1,9850
87,2025-11-30 15:04:57.195000+00:00,1275,13,9850
1,2025-12-07 12:05:19.767000+00:00,1276,1,9839
4,2025-12-07 12:05:19.767000+00:00,1276,2,9839
5,2025-12-07 12:05:19.767000+00:00,1276,7,9839
6,2025-12-07 12:05:19.767000+00:00,1276,9,9839
10,2025-12-07 12:05:19.767000+00:00,1276,19,9839
12,2025-12-07 12:05:19.767000+00:00,1276,14,9839
14,2025-12-07 12:05:19.767000+00:00,1276,6,9839
16,2025-12-07 12:05:19.767000+00:00,1276,5,9839
18,2025-12-07 12:05:19.767000+00:00,1276,15,9839
22,2025-12-07 12:05:19.767000+00:00,1276,10,9839
23,2025-12-07 12:05:19.767000+00:00,1276,17,9839
27,2025-12-07 12:05:19.767000+00:00,1276,18,9839
30,2025-12-07 12:05:19.767000+00:00,1276,13,9839
31,2025-12-07 12:05:19.767000+00:00,1276,8,9839
43,2025-12-07 12:05:19.767000+00:00,1276,20,9839
44,2025-12-07 12:05:19.767000+00:00,1276,16,9839
55,2025-12-07 12:05:19.767000+00:00,1276,12,9839
63,2025-12-07 12:05:19.767000+00:00,1276,4,9839
81,2025-12-07 12:05:19.767000+00:00,1276,3,9839
87,2025-12-07 12:05:19.767000+00:00,1276,11,9839
1,2026-03-08 03:01:19.220000+00:00,1279,6,11234
3,2026-03-08 03:01:19.220000+00:00,1279,20,11234
5,2026-03-08 03:01:19.220000+00:00,1279,10,11234
6,2026-03-08 03:01:19.220000+00:00,1279,3,11234
10,2026-03-08 03:01:19.220000+00:00,1279,14,11234
11,2026-03-08 03:01:19.220000+00:00,1279,18,11234
12,2026-03-08 03:01:19.220000+00:00,1279,2,11234
14,2026-03-08 03:01:19.220000+00:00,1279,17,11234
16,2026-03-08 03:01:19.220000+00:00,1279,4,11234
18,2026-03-08 03:01:19.220000+00:00,1279,22,11234
23,2026-03-08 03:01:19.220000+00:00,1279,15,11234
27,2026-03-08 03:01:19.220000+00:00,1279,11,11234
30,2026-03-08 03:01:19.220000+00:00,1279,8,11234
31,2026-03-08 03:01:19.220000+00:00,1279,13,11234
41,2026-03-08 03:01:19.220000+00:00,1279,9,11234
43,2026-03-08 03:01:19.220000+00:00,1279,16,11234
44,2026-03-08 03:01:19.220000+00:00,1279,7,11234
55,2026-03-08 03:01:19.220000+00:00,1279,21,11234
63,2026-03-08 03:01:19.220000+00:00,1279,1,11234
77,2026-03-08 03:01:19.220000+00:00,1279,19,11234
81,2026-03-08 03:01:19.220000+00:00,1279,5,11234
87,2026-03-08 03:01:19.220000+00:00,1279,12,11234
