driver_number,date,meeting_key,position,session_key
1,2024-10-27 19:07:44.022000+00:00,1248,2,9625
4,2024-10-27 19:07:44.022000+00:00,1248,3,9625
10,2024-10-27 19:07:44.022000+00:00,1248,8,9625
11,2024-10-27 19:07:44.022000+00:00,1248,18,9625
14,2024-10-27 19:07:44.022000+00:00,1248,13,9625
16,2024-10-27 19:07:44.022000+00:00,1248,4,9625
18,2024-10-27 19:07:44.022000+00:00,1248,14,9625
20,2024-10-27 19:07:44.022000+00:00,1248,7,9625
22,2024-10-27 19:07:44.022000+00:00,1248,11,9625
23,2024-10-27 19:07:44.022000+00:00,1248,9,9625
24,2024-10-27 19:07:44.022000+00:00,1248,19,9625
27,2024-10-27 19:07:44.022000+00:00,1248,10,9625
30,2024-10-27 19:07:44.022000+00:00,1248,12,9625
31,2024-10-27 19:07:44.022000+00:00,1248,20,9625
43,2024-10-27 19:07:44.022000+00:00,1248,16,9625
44,2024-10-27 19:07:44.022000+00:00,1248,6,9625
55,2024-10-27 19:07:44.022000+00:00,1248,1,9625
63,2024-10-27 19:07:44.022000+00:00,1248,5,9625
77,2024-10-27 19:07:44.022000+00:00,1248,15,9625
81,2024-10-27 19:07:44.022000+00:00,1248,17,9625
1,2024-11-02 13:18:47.826000+00:00,1249,4,9635
4,2024-11-02 13:18:47.826000+00:00,1249,2,9635
10,2024-11-02 13:18:47.826000+00:00,1249,7,9635
11,2024-11-02 13:18:47.826000+00:00,1249,13,9635
14,2024-11-02 13:18:47.826000+00:00,1249,18,9635
16,2024-11-02 13:18:47.826000+00:00,1249,3,9635
18,2024-11-02 13:18:47.826000+00:00,1249,19,9635
22,2024-11-02 13:18:47.826000+00:00,1249,17,9635
23,2024-11-02 13:18:47.826000+00:00,1249,9,9635
24,2024-11-02 13:18:47.826000+00:00,1249,20,9635
27,2024-11-02 13:18:47.826000+00:00,1249,12,9635
30,2024-11-02 13:18:47.826000+00:00,1249,8,9635
31,2024-11-02 13:18:47.826000+00:00,1249,16,9635
43,2024-11-02 13:18:47.826000+00:00,1249,14,9635
44,2024-11-02 13:18:47.826000+00:00,1249,11,9635
50,2024-11-02 13:18:47.826000+00:00,1249,10,9635
55,2024-11-02 13:18:47.826000+00:00,1249,5,9635
63,2024-11-02 13:18:47.826000+00:00,1249,6,9635
77,2024-11-02 13:18:47.826000+00:00,1249,15,9635
81,2024-11-02 13:18:47.826000+00:00,1249,1,9635
1,2024-11-03 14:38:06.760000+00:00,1249,17,9636
4,2024-11-03 14:38:06.760000+00:00,1249,1,9636
10,2024-11-03 14:38:06.760000+00:00,1249,13,9636
11,2024-11-03 14:38:06.760000+00:00,1249,12,9636
14,2024-11-03 14:38:06.760000+00:00,1249,9,9636
16,2024-11-03 14:38:06.760000+00:00,1249,6,9636
18,2024-11-03 14:38:06.760000+00:00,1249,10,9636
22,2024-11-03 14:38:06.760000+00:00,1249,3,9636
23,2024-11-03 14:38:06.760000+00:00,1249,7,9636
24,2024-11-03 14:38:06.760000+00:00,1249,19,9636
27,2024-11-03 14:38:06.760000+00:00,1249,18,9636
30,2024-11-03 14:38:06.760000+00:00,1249,5,9636
31,2024-11-03 14:38:06.760000+00:00,1249,4,9636
43,2024-11-03 14:38:06.760000+00:00,1249,16,9636
44,2024-11-03 14:38:06.760000+00:00,1249,14,9636
50,2024-11-03 14:38:06.760000+00:00,1249,15,9636
55,2024-11-03 14:38:06.760000+00:00,1249,20,9636
63,2024-11-03 14:38:06.760000+00:00,1249,2,9636
77,2024-11-03 14:38:06.760000+00:00,1249,11,9636
81,2024-11-03 14:38:06.760000+00:00,1249,8,9636
1,2024-11-24 05:07:15.960000+00:00,1250,5,9644
4,2024-11-24 05:07:15.960000+00:00,1250,6,9644
10,2024-11-24 05:07:15.960000+00:00,1250,3,9644
11,2024-11-24 05:07:15.960000+00:00,1250,15,9644
14,2024-11-24 05:07:15.960000+00:00,1250,16,9644
16,2024-11-24 05:07:15.960000+00:00,1250,4,9644
18,2024-11-24 05:07:15.960000+00:00,1250,18,9644
20,2024-11-24 05:07:15.960000+00:00,1250,12,9644
22,2024-11-24 05:07:15.960000+00:00,1250,7,9644
23,2024-11-24 05:07:15.960000+00:00,1250,17,9644
24,2024-11-24 05:07:15.960000+00:00,1250,13,9644
27,2024-11-24 05:07:15.960000+00:00,1250,9,9644
30,2024-11-24 05:07:15.960000+00:00,1250,14,9644
31,2024-11-24 05:07:15.960000+00:00,1250,11,9644
43,2024-11-24 05:07:15.960000+00:00,1250,20,9644
44,2024-11-24 05:07:15.960000+00:00,1250,10,9644
55,2024-11-24 05:07:15.960000+00:00,1250,2,9644
63,2024-11-24 05:07:15.960000+00:00,1250,1,9644
77,2024-11-24 05:07:15.960000+00:00,1250,19,9644
81,2024-11-24 05:07:15.960000+00:00,1250,8,9644
1,2024-11-30 13:19:25.584000+00:00,1251,6,9654
4,2024-11-30 13:19:25.584000+00:00,1251,1,9654
10,2024-11-30 13:19:25.584000+00:00,1251,8,9654
11,2024-11-30 13:19:25.584000+00:00,1251,19,9654
14,2024-11-30 13:19:25.584000+00:00,1251,11,9654
16,2024-11-30 13:19:25.584000+00:00,1251,5,9654
18,2024-11-30 13:19:25.584000+00:00,1251,14,9654
20,2024-11-30 13:19:25.584000+00:00,1251,15,9654
22,2024-11-30 13:19:25.584000+00:00,1251,16,9654
23,2024-11-30 13:19:25.584000+00:00,1251,12,9654
24,2024-11-30 13:19:25.584000+00:00,1251,18,9654
27,2024-11-30 13:19:25.584000+00:00,1251,9,9654
30,2024-11-30 13:19:25.584000+00:00,1251,10,9654
31,2024-11-30 13:19:25.584000+00:00,1251,17,9654
43,2024-11-30 13:19:25.584000+00:00,1251,20,9654
44,2024-11-30 13:19:25.584000+00:00,1251,7,9654
55,2024-11-30 13:19:25.584000+00:00,1251,4,9654
63,2024-11-30 13:19:25.584000+00:00,1251,2,9654
77,2024-11-30 13:19:25.584000+00:00,1251,13,9654
81,2024-11-30 13:19:25.584000+00:00,1251,3,9654
1,2024-12-01 15:08:49.216000+00:00,1251,2,9655
4,2024-12-01 15:08:49.216000+00:00,1251,3,9655
10,2024-12-01 15:08:49.216000+00:00,1251,11,9655
11,2024-12-01 15:08:49.216000+00:00,1251,9,9655
14,2024-12-01 15:08:49.216000+00:00,1251,8,9655
16,2024-12-01 15:08:49.216000+00:00,1251,5,9655
18,2024-12-01 15:08:49.216000+00:00,1251,15,9655
20,2024-12-01 15:08:49.216000+00:00,1251,10,9655
22,2024-12-01 15:08:49.216000+00:00,1251,14,9655
23,2024-12-01 15:08:49.216000+00:00,1251,16,9655
24,2024-12-01 15:08:49.216000+00:00,1251,12,9655
27,2024-12-01 15:08:49.216000+00:00,1251,18,9655
30,2024-12-01 15:08:49.216000+00:00,1251,17,9655
31,2024-12-01 15:08:49.216000+00:00,1251,20,9655
43,2024-12-01 15:08:49.216000+00:00,1251,19,9655
44,2024-12-01 15:08:49.216000+00:00,1251,6,9655
55,2024-12-01 15:08:49.216000+00:00,1251,7,9655
63,2024-12-01 15:08:49.216000+00:00,1251,1,9655
77,2024-12-01 15:08:49.216000+00:00,1251,13,9655
81,2024-12-01 15:08:49.216000+00:00,1251,4,9655
1,2024-12-08 12:06:56.922000+00:00,1252,4,9662
4,2024-12-08 12:06:56.922000+00:00,1252,1,9662
10,2024-12-08 12:06:56.922000+00:00,1252,5,9662
11,2024-12-08 12:06:56.922000+00:00,1252,10,9662
14,2024-12-08 12:06:56.922000+00:00,1252,8,9662
16,2024-12-08 12:06:56.922000+00:00,1252,19,9662
18,2024-12-08 12:06:56.922000+00:00,1252,13,9662
20,2024-12-08 12:06:56.922000+00:00,1252,14,9662
22,2024-12-08 12:06:56.922000+00:00,1252,11,9662
23,2024-12-08 12:06:56.922000+00:00,1252,18,9662
24,2024-12-08 12:06:56.922000+00:00,1252,15,9662
27,2024-12-08 12:06:56.922000+00:00,1252,7,9662
30,2024-12-08 12:06:56.922000+00:00,1252,12,9662
43,2024-12-08 12:06:56.922000+00:00,1252,20,9662
44,2024-12-08 12:06:56.922000+00:00,1252,16,9662
55,2024-12-08 12:06:56.922000+00:00,1252,3,9662
61,2024-12-08 12:06:56.922000+00:00,1252,17,9662
63,2024-12-08 12:06:56.922000+00:00,1252,6,9662
77,2024-12-08 12:06:56.922000+00:00,1252,9,9662
81,2024-12-08 12:06:56.922000+00:00,1252,2,9662
1,2025-03-16 03:07:26.837000+00:00,1254,3,9693
4,2025-03-16 03:07:26.837000+00:00,1254,1,9693
5,2025-03-16 03:07:26.837000+00:00,1254,15,9693
6,2025-03-16 03:07:26.837000+00:00,1254,11,9693
7,2025-03-16 03:07:26.837000+00:00,1254,14,9693
10,2025-03-16 03:07:26.837000+00:00,1254,9,9693
12,2025-03-16 03:07:26.837000+00:00,1254,16,9693
14,2025-03-16 03:07:26.837000+00:00,1254,12,9693
16,2025-03-16 03:07:26.837000+00:00,1254,7,9693
18,2025-03-16 03:07:26.837000+00:00,1254,13,9693
22,2025-03-16 03:07:26.837000+00:00,1254,5,9693
23,2025-03-16 03:07:26.837000+00:00,1254,6,9693
27,2025-03-16 03:07:26.837000+00:00,1254,17,9693
30,2025-03-16 03:07:26.837000+00:00,1254,18,9693
31,2025-03-16 03:07:26.837000+00:00,1254,19,9693
44,2025-03-16 03:07:26.837000+00:00,1254,8,9693
55,2025-03-16 03:07:26.837000+00:00,1254,10,9693
63,2025-03-16 03:07:26.837000+00:00,1254,4,9693
81,2025-03-16 03:07:26.837000+00:00,1254,2,9693
87,2025-03-16 03:07:26.837000+00:00,1254,20,9693
1,2025-03-22 02:18:40.491000+00:00,1255,2,9993
4,2025-03-22 02:18:40.491000+00:00,1255,6,9993
5,2025-03-22 02:18:40.491000+00:00,1255,14,9993
6,2025-03-22 02:18:40.491000+00:00,1255,15,9993
7,2025-03-22 02:18:40.491000+00:00,1255,16,9993
10,2025-03-22 02:18:40.491000+00:00,1255,17,9993
12,2025-03-22 02:18:40.491000+00:00,1255,7,9993
14,2025-03-22 02:18:40.491000+00:00,1255,11,9993
16,2025-03-22 02:18:40.491000+00:00,1255,4,9993
18,2025-03-22 02:18:40.491000+00:00,1255,10,9993
22,2025-03-22 02:18:40.491000+00:00,1255,8,9993
23,2025-03-22 02:18:40.491000+00:00,1255,9,9993
27,2025-03-22 02:18:40.491000+00:00,1255,20,9993
30,2025-03-22 02:18:40.491000+00:00,1255,19,9993
31,2025-03-22 02:18:40.491000+00:00,1255,18,9993
44,2025-03-22 02:18:40.491000+00:00,1255,1,9993
55,2025-03-22 02:18:40.491000+00:00,1255,13,9993
63,2025-03-22 02:18:40.491000+00:00,1255,5,9993
81,2025-03-22 02:18:40.491000+00:00,1255,3,9993
87,2025-03-22 02:18:40.491000+00:00,1255,12,9993
1,2025-03-23 06:04:39.545000+00:00,1255,4,9998
4,2025-03-23 06:04:39.545000+00:00,1255,3,9998
5,2025-03-23 06:04:39.545000+00:00,1255,19,9998
6,2025-03-23 06:04:39.545000+00:00,1255,7,9998
7,2025-03-23 06:04:39.545000+00:00,1255,18,9998
10,2025-03-23 06:04:39.545000+00:00,1255,16,9998
12,2025-03-23 06:04:39.545000+00:00,1255,8,9998
14,2025-03-23 06:04:39.545000+00:00,1255,13,9998
16,2025-03-23 06:04:39.545000+00:00,1255,6,9998
18,2025-03-23 06:04:39.545000+00:00,1255,14,9998
22,2025-03-23 06:04:39.545000+00:00,1255,9,9998
23,2025-03-23 06:04:39.545000+00:00,1255,10,9998
27,2025-03-23 06:04:39.545000+00:00,1255,12,9998
30,2025-03-23 06:04:39.545000+00:00,1255,20,9998
31,2025-03-23 06:04:39.545000+00:00,1255,11,9998
44,2025-03-23 06:04:39.545000+00:00,1255,5,9998
55,2025-03-23 06:04:39.545000+00:00,1255,15,9998
63,2025-03-23 06:04:39.545000+00:00,1255,2,9998
81,2025-03-23 06:04:39.545000+00:00,1255,1,9998
87,2025-03-23 06:04:39.545000+00:00,1255,17,9998
1,2025-04-06 04:07:42.788000+00:00,1256,1,10006
4,2025-04-06 04:07:42.788000+00:00,1256,2,10006
5,2025-04-06 04:07:42.788000+00:00,1256,17,10006
6,2025-04-06 04:07:42.788000+00:00,1256,7,10006
7,2025-04-06 04:07:42.788000+00:00,1256,19,10006
10,2025-04-06 04:07:42.788000+00:00,1256,11,10006
12,2025-04-06 04:07:42.788000+00:00,1256,6,10006
14,2025-04-06 04:07:42.788000+00:00,1256,12,10006
16,2025-04-06 04:07:42.788000+00:00,1256,4,10006
18,2025-04-06 04:07:42.788000+00:00,1256,20,10006
22,2025-04-06 04:07:42.788000+00:00,1256,14,10006
23,2025-04-06 04:07:42.788000+00:00,1256,9,10006
27,2025-04-06 04:07:42.788000+00:00,1256,16,10006
30,2025-04-06 04:07:42.788000+00:00,1256,13,10006
31,2025-04-06 04:07:42.788000+00:00,1256,18,10006
44,2025-04-06 04:07:42.788000+00:00,1256,8,10006
55,2025-04-06 04:07:42.788000+00:00,1256,15,10006
63,2025-04-06 04:07:42.788000+00:00,1256,5,10006
81,2025-04-06 04:07:42.788000+00:00,1256,3,10006
87,2025-04-06 04:07:42.788000+00:00,1256,10,10006
1,2025-04-13 14:08:20.714000+00:00,1257,7,10014
4,2025-04-13 14:08:20.714000+00:00,1257,6,10014
5,2025-04-13 14:08:20.714000+00:00,1257,18,10014
6,2025-04-13 14:08:20.714000+00:00,1257,12,10014
7,2025-04-13 14:08:20.714000+00:00,1257,11,10014
10,2025-04-13 14:08:20.714000+00:00,1257,4,10014
12,2025-04-13 14:08:20.714000+00:00,1257,5,10014
14,2025-04-13 14:08:20.714000+00:00,1257,13,10014
16,2025-04-13 14:08:20.714000+00:00,1257,2,10014
18,2025-04-13 14:08:20.714000+00:00,1257,19,10014
22,2025-04-13 14:08:20.714000+00:00,1257,10,10014
23,2025-04-13 14:08:20.714000+00:00,1257,15,10014
27,2025-04-13 14:08:20.714000+00:00,1257,16,10014
30,2025-04-13 14:08:20.714000+00:00,1257,17,10014
31,2025-04-13 14:08:20.714000+00:00,1257,14,10014
44,2025-04-13 14:08:20.714000+00:00,1257,9,10014
55,2025-04-13 14:08:20.714000+00:00,1257,8,10014
63,2025-04-13 14:08:20.714000+00:00,1257,3,10014
81,2025-04-13 14:08:20.714000+00:00,1257,1,10014
87,2025-04-13 14:08:20.714000+00:00,1257,20,10014
1,2025-04-20 16:07:01.574000+00:00,1258,1,10022
4,2025-04-20 16:07:01.574000+00:00,1258,10,10022
5,2025-04-20 16:07:01.574000+00:00,1258,20,10022
6,2025-04-20 16:07:01.574000+00:00,1258,14,10022
7,2025-04-20 16:07:01.574000+00:00,1258,17,10022
10,2025-04-20 16:07:01.574000+00:00,1258,9,10022
12,2025-04-20 16:07:01.574000+00:00,1258,5,10022
14,2025-04-20 16:07:01.574000+00:00,1258,13,10022
16,2025-04-20 16:07:01.574000+00:00,1258,4,10022
18,2025-04-20 16:07:01.574000+00:00,1258,16,10022
22,2025-04-20 16:07:01.574000+00:00,1258,8,10022
23,2025-04-20 16:07:01.574000+00:00,1258,11,10022
27,2025-04-20 16:07:01.574000+00:00,1258,18,10022
30,2025-04-20 16:07:01.574000+00:00,1258,12,10022
31,2025-04-20 16:07:01.574000+00:00,1258,19,10022
44,2025-04-20 16:07:01.574000+00:00,1258,7,10022
55,2025-04-20 16:07:01.574000+00:00,1258,6,10022
63,2025-04-20 16:07:01.574000+00:00,1258,3,10022
81,2025-04-20 16:07:01.574000+00:00,1258,2,10022
87,2025-04-20 16:07:01.574000+00:00,1258,15,10022
1,2025-05-03 15:17:29.008000+00:00,1259,4,10028
4,2025-05-03 15:17:29.008000+00:00,1259,3,10028
5,2025-05-03 15:17:29.008000+00:00,1259,18,10028
6,2025-05-03 15:17:29.008000+00:00,1259,9,10028
7,2025-05-03 15:17:29.008000+00:00,1259,17,10028
10,2025-05-03 15:17:29.008000+00:00,1259,13,10028
12,2025-05-03 15:17:29.008000+00:00,1259,1,10028
14,2025-05-03 15:17:29.008000+00:00,1259,10,10028
16,2025-05-03 15:17:29.008000+00:00,1259,6,10028
18,2025-05-03 15:17:29.008000+00:00,1259,16,10028
22,2025-05-03 15:17:29.008000+00:00,1259,20,10028
23,2025-05-03 15:17:29.008000+00:00,1259,8,10028
27,2025-05-03 15:17:29.008000+00:00,1259,11,10028
30,2025-05-03 15:17:29.008000+00:00,1259,14,10028
31,2025-05-03 15:17:29.008000+00:00,1259,12,10028
44,2025-05-03 15:17:29.008000+00:00,1259,7,10028
55,2025-05-03 15:17:29.008000+00:00,1259,15,10028
63,2025-05-03 15:17:29.008000+00:00,1259,5,10028
81,2025-05-03 15:17:29.008000+00:00,1259,2,10028
87,2025-05-03 15:17:29.008000+00:00,1259,19,10028
1,2025-05-04 19:06:31.216000+00:00,1259,1,10033
4,2025-05-04 19:06:31.216000+00:00,1259,2,10033
5,2025-05-04 19:06:31.216000+00:00,1259,13,10033
6,2025-05-04 19:06:31.216000+00:00,1259,11,10033
7,2025-05-04 19:06:31.216000+00:00,1259,14,10033
10,2025-05-04 19:06:31.216000+00:00,1259,20,10033
12,2025-05-04 19:06:31.216000+00:00,1259,3,10033
14,2025-05-04 19:06:31.216000+00:00,1259,17,10033
16,2025-05-04 19:06:31.216000+00:00,1259,8,10033
18,2025-05-04 19:06:31.216000+00:00,1259,18,10033
22,2025-05-04 19:06:31.216000+00:00,1259,10,10033
23,2025-05-04 19:06:31.216000+00:00,1259,7,10033
27,2025-05-04 19:06:31.216000+00:00,1259,16,10033
30,2025-05-04 19:06:31.216000+00:00,1259,15,10033
31,2025-05-04 19:06:31.216000+00:00,1259,9,10033
44,2025-05-04 19:06:31.216000+00:00,1259,12,10033
55,2025-05-04 19:06:31.216000+00:00,1259,6,10033
63,2025-05-04 19:06:31.216000+00:00,1259,5,10033
81,2025-05-04 19:06:31.216000+00:00,1259,4,10033
87,2025-05-04 19:06:31.216000+00:00,1259,19,10033
1,2025-05-18 12:07:39.467000+00:00,1260,2,9987
4,2025-05-18 12:07:39.467000+00:00,1260,4,9987
5,2025-05-18 12:07:39.467000+00:00,1260,14,9987
6,2025-05-18 12:07:39.467000+00:00,1260,9,9987
10,2025-05-18 12:07:39.467000+00:00,1260,10,9987
12,2025-05-18 12:07:39.467000+00:00,1260,13,9987
14,2025-05-18 12:07:39.467000+00:00,1260,5,9987
16,2025-05-18 12:07:39.467000+00:00,1260,11,9987
18,2025-05-18 12:07:39.467000+00:00,1260,8,9987
22,2025-05-18 12:07:39.467000+00:00,1260,20,9987
23,2025-05-18 12:07:39.467000+00:00,1260,7,9987
27,2025-05-18 12:07:39.467000+00:00,1260,17,9987
30,2025-05-18 12:07:39.467000+00:00,1260,15,9987
31,2025-05-18 12:07:39.467000+00:00,1260,18,9987
43,2025-05-18 12:07:39.467000+00:00,1260,16,9987
44,2025-05-18 12:07:39.467000+00:00,1260,12,9987
55,2025-05-18 12:07:39.467000+00:00,1260,6,9987
63,2025-05-18 12:07:39.467000+00:00,1260,3,9987
81,2025-05-18 12:07:39.467000+00:00,1260,1,9987
87,2025-05-18 12:07:39.467000+00:00,1260,19,9987
1,2025-05-25 12:07:10.508000+00:00,1261,4,9979
4,2025-05-25 12:07:10.508000+00:00,1261,1,9979
5,2025-05-25 12:07:10.508000+00:00,1261,16,9979
6,2025-05-25 12:07:10.508000+00:00,1261,5,9979
10,2025-05-25 12:07:10.508000+00:00,1261,17,9979
12,2025-05-25 12:07:10.508000+00:00,1261,15,9979
14,2025-05-25 12:07:10.508000+00:00,1261,6,9979
16,2025-05-25 12:07:10.508000+00:00,1261,2,9979
18,2025-05-25 12:07:10.508000+00:00,1261,19,9979
22,2025-05-25 12:07:10.508000+00:00,1261,12,9979
23,2025-05-25 12:07:10.508000+00:00,1261,10,9979
27,2025-05-25 12:07:10.508000+00:00,1261,13,9979
30,2025-05-25 12:07:10.508000+00:00,1261,9,9979
31,2025-05-25 12:07:10.508000+00:00,1261,8,9979
43,2025-05-25 12:07:10.508000+00:00,1261,18,9979
44,2025-05-25 12:07:10.508000+00:00,1261,7,9979
55,2025-05-25 12:07:10.508000+00:00,1261,11,9979
63,2025-05-25 12:07:10.508000+00:00,1261,14,9979
81,2025-05-25 12:07:10.508000+00:00,1261,3,9979
87,2025-05-25 12:07:10.508000+00:00,1261,20,9979
1,2025-06-01 12:04:15.112000+00:00,1262,3,9971
4,2025-06-01 12:04:15.112000+00:00,1262,2,9971
5,2025-06-01 12:04:15.112000+00:00,1262,12,9971
6,2025-06-01 12:04:15.112000+00:00,1262,9,9971
10,2025-06-01 12:04:15.112000+00:00,1262,8,9971
12,2025-06-01 12:04:15.112000+00:00,1262,6,9971
14,2025-06-01 12:04:15.112000+00:00,1262,10,9971
16,2025-06-01 12:04:15.112000+00:00,1262,7,9971
22,2025-06-01 12:04:15.112000+00:00,1262,19,9971
23,2025-06-01 12:04:15.112000+00:00,1262,11,9971
27,2025-06-01 12:04:15.112000+00:00,1262,15,9971
30,2025-06-01 12:04:15.112000+00:00,1262,13,9971
31,2025-06-01 12:04:15.112000+00:00,1262,16,9971
43,2025-06-01 12:04:15.112000+00:00,1262,18,9971
44,2025-06-01 12:04:15.112000+00:00,1262,5,9971
55,2025-06-01 12:04:15.112000+00:00,1262,17,9971
63,2025-06-01 12:04:15.112000+00:00,1262,4,9971
81,2025-06-01 12:04:15.112000+00:00,1262,1,9971
87,2025-06-01 12:04:15.112000+00:00,1262,14,9971
1,2025-06-15 17:05:15.288000+00:00,1263,2,9963
4,2025-06-15 17:05:15.288000+00:00,1263,7,9963
5,2025-06-15 17:05:15.288000+00:00,1263,15,9963
6,2025-06-15 17:05:15.288000+00:00,1263,12,9963
10,2025-06-15 17:05:15.288000+00:00,1263,20,9963
12,2025-06-15 17:05:15.288000+00:00,1263,4,9963
14,2025-06-15 17:05:15.288000+00:00,1263,6,9963
16,2025-06-15 17:05:15.288000+00:00,1263,8,9963
18,2025-06-15 17:05:15.288000+00:00,1263,17,9963
22,2025-06-15 17:05:15.288000+00:00,1263,18,9963
23,2025-06-15 17:05:15.288000+00:00,1263,9,9963
27,2025-06-15 17:05:15.288000+00:00,1263,11,9963
30,2025-06-15 17:05:15.288000+00:00,1263,19,9963
31,2025-06-15 17:05:15.288000+00:00,1263,14,9963
43,2025-06-15 17:05:15.288000+00:00,1263,10,9963
44,2025-06-15 17:05:15.288000+00:00,1263,5,9963
55,2025-06-15 17:05:15.288000+00:00,1263,16,9963
63,2025-06-15 17:05:15.288000+00:00,1263,1,9963
81,2025-06-15 17:05:15.288000+00:00,1263,3,9963
87,2025-06-15 17:05:15.288000+00:00,1263,13,9963
1,2025-06-29 12:06:55.658000+00:00,1264,7,9955
4,2025-06-29 12:06:55.658000+00:00,1264,1,9955
5,2025-06-29 12:06:55.658000+00:00,1264,8,9955
6,2025-06-29 12:06:55.658000+00:00,1264,13,9955
10,2025-06-29 12:06:55.658000+00:00,1264,10,9955
12,2025-06-29 12:06:55.658000+00:00,1264,9,9955
14,2025-06-29 12:06:55.658000+00:00,1264,11,9955
16,2025-06-29 12:06:55.658000+00:00,1264,2,9955
18,2025-06-29 12:06:55.658000+00:00,1264,16,9955
22,2025-06-29 12:06:55.658000+00:00,1264,18,9955
23,2025-06-29 12:06:55.658000+00:00,1264,12,9955
27,2025-06-29 12:06:55.658000+00:00,1264,20,9955
30,2025-06-29 12:06:55.658000+00:00,1264,6,9955
31,2025-06-29 12:06:55.658000+00:00,1264,17,9955
43,2025-06-29 12:06:55.658000+00:00,1264,14,9955
44,2025-06-29 12:06:55.658000+00:00,1264,4,9955
55,2025-06-29 12:06:55.658000+00:00,1264,19,9955
63,2025-06-29 12:06:55.658000+00:00,1264,5,9955
81,2025-06-29 12:06:55.658000+00:00,1264,3,9955
87,2025-06-29 12:06:55.658000+00:00,1264,15,9955
1,2025-07-06 13:07:50.468000+00:00,1277,1,9947
4,2025-07-06 13:07:50.468000+00:00,1277,3,9947
5,2025-07-06 13:07:50.468000+00:00,1277,16,9947
6,2025-07-06 13:07:50.468000+00:00,1277,12,9947
10,2025-07-06 13:07:50.468000+00:00,1277,8,9947
12,2025-07-06 13:07:50.468000+00:00,1277,10,9947
14,2025-07-06 13:07:50.468000+00:00,1277,7,9947
16,2025-07-06 13:07:50.468000+00:00,1277,6,9947
18,2025-07-06 13:07:50.468000+00:00,1277,17,9947
22,2025-07-06 13:07:50.468000+00:00,1277,11,9947
23,2025-07-06 13:07:50.468000+00:00,1277,13,9947
27,2025-07-06 13:07:50.468000+00:00,1277,19,9947
30,2025-07-06 13:07:50.468000+00:00,1277,15,9947
31,2025-07-06 13:07:50.468000+00:00,1277,14,9947
43,2025-07-06 13:07:50.468000+00:00,1277,20,9947
44,2025-07-06 13:07:50.468000+00:00,1277,5,9947
55,2025-07-06 13:07:50.468000+00:00,1277,9,9947
63,2025-07-06 13:07:50.468000+00:00,1277,4,9947
81,2025-07-06 13:07:50.468000+00:00,1277,2,9947
87,2025-07-06 13:07:50.468000+00:00,1277,18,9947
1,2025-07-26 09:16:39.714000+00:00,1265,2,9934
4,2025-07-26 09:16:39.714000+00:00,1265,3,9934
5,2025-07-26 09:16:39.714000+00:00,1265,10,9934
6,2025-07-26 09:16:39.714000+00:00,1265,9,9934
10,2025-07-26 09:16:39.714000+00:00,1265,8,9934
12,2025-07-26 09:16:39.714000+00:00,1265,19,9934
14,2025-07-26 09:16:39.714000+00:00,1265,14,9934
16,2025-07-26 09:16:39.714000+00:00,1265,4,9934
18,2025-07-26 09:16:39.714000+00:00,1265,15,9934
22,2025-07-26 09:16:39.714000+00:00,1265,12,9934
23,2025-07-26 09:16:39.714000+00:00,1265,16,9934
27,2025-07-26 09:16:39.714000+00:00,1265,17,9934
30,2025-07-26 09:16:39.714000+00:00,1265,11,9934
31,2025-07-26 09:16:39.714000+00:00,1265,5,9934
43,2025-07-26 09:16:39.714000+00:00,1265,20,9934
44,2025-07-26 09:16:39.714000+00:00,1265,18,9934
55,2025-07-26 09:16:39.714000+00:00,1265,6,9934
63,2025-07-26 09:16:39.714000+00:00,1265,13,9934
81,2025-07-26 09:16:39.714000+00:00,1265,1,9934
87,2025-07-26 09:16:39.714000+00:00,1265,7,9934
1,2025-07-27 12:05:33.453000+00:00,1265,4,9939
4,2025-07-27 12:05:33.453000+00:00,1265,1,9939
5,2025-07-27 12:05:33.453000+00:00,1265,10,9939
6,2025-07-27 12:05:33.453000+00:00,1265,8,9939
10,2025-07-27 12:05:33.453000+00:00,1265,13,9939
12,2025-07-27 12:05:33.453000+00:00,1265,19,9939
14,2025-07-27 12:05:33.453000+00:00,1265,20,9939
16,2025-07-27 12:05:33.453000+00:00,1265,3,9939
18,2025-07-27 12:05:33.453000+00:00,1265,16,9939
22,2025-07-27 12:05:33.453000+00:00,1265,7,9939
23,2025-07-27 12:05:33.453000+00:00,1265,5,9939
27,2025-07-27 12:05:33.453000+00:00,1265,14,9939
30,2025-07-27 12:05:33.453000+00:00,1265,9,9939
31,2025-07-27 12:05:33.453000+00:00,1265,11,9939
43,2025-07-27 12:05:33.453000+00:00,1265,15,9939
44,2025-07-27 12:05:33.453000+00:00,1265,18,9939
55,2025-07-27 12:05:33.453000+00:00,1265,17,9939
63,2025-07-27 12:05:33.453000+00:00,1265,6,9939
81,2025-07-27 12:05:33.453000+00:00,1265,2,9939
87,2025-07-27 12:05:33.453000+00:00,1265,12,9939
1,2025-08-03 12:05:27.656000+00:00,1266,8,9928
4,2025-08-03 12:05:27.656000+00:00,1266,3,9928
5,2025-08-03 12:05:27.656000+00:00,1266,7,9928
6,2025-08-03 12:05:27.656000+00:00,1266,10,9928
10,2025-08-03 12:05:27.656000+00:00,1266,16,9928
12,2025-08-03 12:05:27.656000+00:00,1266,15,9928
14,2025-08-03 12:05:27.656000+00:00,1266,5,9928
