position,driver_number,lap_duration,meeting_key,session_key
3,81,70.129,1261,9975
4,1,70.669,1261,9975
5,6,70.923,1261,9975
6,14,70.924,1261,9975
7,44,70.382,1261,9975
8,31,70.942,1261,9975
9,30,71.129,1261,9975
10,23,71.213,1261,9975
11,55,71.362,1261,9975
12,22,71.415,1261,9975
13,27,71.596,1261,9975
14,63,,1261,9975
15,12,,1261,9975
16,5,71.902,1261,9975
17,10,71.994,1261,9975
18,43,72.597,1261,9975
19,18,72.563,1261,9975
20,87,71.979,1261,9975
1,81,74.67,1260,9983
2,1,74.704,1260,9983
3,63,74.807,1260,9983
4,4,74.962,1260,9983
5,14,75.431,1260,9983
6,55,75.432,1260,9983
7,23,75.473,1260,9983
8,18,75.581,1260,9983
9,6,75.746,1260,9983
10,10,75.787,1260,9983
11,16,75.604,1260,9983
12,44,75.765,1260,9983
13,12,75.772,1260,9983
14,5,76.26,1260,9983
15,30,76.379,1260,9983
16,43,,1260,9983
17,27,76.518,1260,9983
18,31,76.613,1260,9983
19,87,76.918,1260,9983
20,22,,1260,9983
1,44,90.849,1255,9989
2,1,90.867,1255,9989
3,81,90.929,1255,9989
4,16,91.057,1255,9989
5,63,91.169,1255,9989
6,4,91.393,1255,9989
7,12,91.738,1255,9989
8,22,91.773,1255,9989
9,23,91.852,1255,9989
10,18,91.982,1255,9989
11,14,91.815,1255,9989
12,87,91.978,1255,9989
13,55,92.325,1255,9989
14,5,92.564,1255,9989
15,6,,1255,9989
16,7,92.575,1255,9989
17,10,92.64,1255,9989
18,31,92.651,1255,9989
19,30,92.729,1255,9989
20,27,92.675,1255,9989
1,81,90.641,1255,9994
2,63,90.723,1255,9994
3,4,90.793,1255,9994
4,1,90.817,1255,9994
5,44,90.927,1255,9994
6,16,91.021,1255,9994
7,6,91.079,1255,9994
8,12,91.103,1255,9994
9,22,91.638,1255,9994
10,23,91.706,1255,9994
11,31,91.625,1255,9994
12,27,91.632,1255,9994
13,14,91.688,1255,9994
14,18,91.773,1255,9994
15,55,91.84,1255,9994
16,10,91.992,1255,9994
17,87,92.018,1255,9994
18,7,92.092,1255,9994
19,5,92.141,1255,9994
20,30,92.174,1255,9994
1,63,78.518,1279,11230
2,12,78.811,1279,11230
3,6,79.303,1279,11230
4,16,79.327,1279,11230
5,81,79.38,1279,11230
6,1,79.475,1279,11230
7,44,79.478,1279,11230
8,30,79.994,1279,11230
9,41,81.247,1279,11230
10,5,,1279,11230
11,27,80.303,1279,11230
12,87,80.311,1279,11230
13,31,80.491,1279,11230
14,10,80.501,1279,11230
15,23,80.941,1279,11230
16,43,81.27,1279,11230
17,14,81.969,1279,11230
18,11,82.605,1279,11230
19,77,83.244,1279,11230
20,3,,1279,11230
21,55,,1279,11230
22,18,,1279,11230
1,63,91.52,1280,11236
2,12,91.809,1280,11236
3,1,92.141,1280,11236
4,44,92.161,1280,11236
5,81,92.224,1280,11236
6,16,92.528,1280,11236
7,10,92.888,1280,11236
8,3,93.254,1280,11236
9,87,93.409,1280,11236
10,6,93.723,1280,11236
11,27,93.635,1280,11236
12,31,93.639,1280,11236
13,30,93.714,1280,11236
14,5,93.774,1280,11236
15,41,94.048,1280,11236
16,43,94.327,1280,11236
17,55,94.761,1280,11236
18,14,95.581,1280,11236
19,18,96.151,1280,11236
20,77,97.378,1280,11236
21,11,,1280,11236
22,23,95.305,1280,11236
1,12,92.064,1280,11241
2,63,92.286,1280,11241
3,44,92.415,1280,11241
4,16,92.428,1280,11241
5,81,92.55,1280,11241
6,1,92.608,1280,11241
7,10,92.873,1280,11241
8,3,93.002,1280,11241
9,6,93.121,1280,11241
10,87,93.292,1280,11241
11,27,93.354,1280,11241
12,43,93.357,1280,11241
13,31,93.538,1280,11241
14,30,93.765,1280,11241
15,41,93.784,1280,11241
16,5,93.965,1280,11241
17,55,94.317,1280,11241
18,14,95.203,1280,11241
19,77,95.436,1280,11241
20,18,95.995,1280,11241
21,11,96.906,1280,11241
22,23,94.772,1280,11241
1,12,88.778,1281,11249
2,63,89.076,1281,11249
3,81,89.132,1281,11249
4,16,89.405,1281,11249
5,1,89.409,1281,11249
6,44,89.567,1281,11249
7,10,89.691,1281,11249
8,6,89.978,1281,11249
9,5,90.274,1281,11249
10,41,90.319,1281,11249
11,3,90.262,1281,11249
12,31,90.309,1281,11249
13,27,90.387,1281,11249
14,30,90.495,1281,11249
15,43,90.627,1281,11249
16,55,91.033,1281,11249
17,23,91.088,1281,11249
18,87,91.09,1281,11249
19,11,92.206,1281,11249
20,77,92.33,1281,11249
21,14,92.646,1281,11249
22,18,92.92,1281,11249
1,1,87.869,1284,11271
2,12,88.091,1284,11271
3,81,88.108,1284,11271
4,16,88.239,1284,11271
5,3,88.461,1284,11271
6,63,88.493,1284,11271
7,44,88.618,1284,11271
8,43,89.32,1284,11271
9,6,89.422,1284,11271
10,10,89.474,1284,11271
11,5,89.994,1284,11271
12,27,90.019,1284,11271
13,87,90.116,1284,11271
14,55,90.224,1284,11271
15,30,91.043,1284,11271
16,31,91.245,1284,11271
17,11,91.255,1284,11271
18,23,91.322,1284,11271
19,77,91.826,1284,11271
20,14,101.311,1284,11271
21,18,,1284,11271
22,41,90.573,1284,11271
1,12,87.798,1284,11276
2,3,87.964,1284,11276
3,16,88.143,1284,11276
4,1,88.183,1284,11276
5,63,88.197,1284,11276
6,44,88.319,1284,11276
7,81,88.5,1284,11276
8,43,88.762,1284,11276
9,10,88.81,1284,11276
10,27,89.439,1284,11276
11,30,89.499,1284,11276
12,87,89.567,1284,11276
13,55,89.568,1284,11276
14,31,89.772,1284,11276
15,23,89.946,1284,11276
16,41,90.133,1284,11276
17,14,91.098,1284,11276
18,18,91.164,1284,11276
19,77,91.629,1284,11276
20,11,91.967,1284,11276
21,5,93.737,1284,11276
22,6,,1284,11276
